Hauptartikelnr;Artikelname;Hersteller;Beschreibung;Materialangaben;Geschlecht;Produktart;Ärmel;Bein;Kragen;Herstellung;Taschenart;Grammatur;Material;Ursprungsland;Bildname
L840;"Rapid Women Softshell Jacket";SOL's;"Wasserdicht (8.000 mm), atmungsaktiv (1.000 gr/m²), Sportlicher Stil, Raglan-Ärmel, Zwei gefütterte Seitentaschen mit Reißverschluss und Netzeinsatz und eine Brust- und Ärmeltasche, Reflektionsband um die ganze rechte Brusttasche, Reflektierende Streifen um die Ärmel, Elastische Ärmelbündchen, Kontrastdetails: reflektierende Paspeln und Kordeln, SBS-Reißverschlüsse, Futter aus 100% Polyester-Netzgewebe, Waschanleitung und Aufhängeöse innen am Nacken, Reißverschluss für Veredelungszugang an der Brustseite";"95% Polyester / 5% Elasthan, Futter: 100% Polyester";Damen;Jacken;Langarm;;"Ohne Kapuze";Konventionell;;;"Soft Shell";CN;l840.jpg
L843;"Rock Men Padded Winter Softshell";SOL´S;"Wasserdicht (8.000 mm). atmungsaktiv (1.000 g/m²), Abnehmbare Kapuze mit Schirm. über zwei Kordeln verstellbar. Stopper an der Rückseite, Drei Fronttaschen. eine Ärmeltasche und eine Innentasche - alle mit Reißverschluss, Ärmelbündchen verstellbar mit Velcro®-Klett und zusätzlichen Stretch-Bündchen innen, Gummibeschichtete Öse innen für Kopfhörer, Elastisches Zugband am Saum, Durchgehend wattiert, Velcro®-Klettverschlüsse, Eine Netz-Innentasche, Details: Kordeln. Waschanleitung und Aufhängeöse innen am Nacken. sowie reflektierende Paspeln vorne und hinten, Rückenpartie unten abgerundet, Angesetzte Ärmel, Zwei Reißverschluss-Veredelungszugänge an Brust und unterem Rücken, SBS-Reißverschlüsse, Tailliert geschnitten, Warm. bequem und leicht";"95% Polyester / 5% Elasthan, Futter und Wattierung: 100% Polyester";Herren;Jacken;Langarm;;"Mit Kapuze";Konventionell;;"110 g/m²";Polyestergemisch;CN;l843.jpg
L844;"Rock Women Padded Winter Softshell";SOL´S;"Wasserdicht (8.000 mm). atmungsaktiv (1.000 g/m²), Futter: 100% Taffeta-Polyester, Füllung: 100% Polyester. 160g/m², Abnehmbare Kapuze mit Schirm. über zwei Kordeln verstellbar. Stopper an der Rückseite, Drei Fronttaschen. eine Ärmeltasche und eine Innentasche - alle mit Reißverschluss, Ärmelbündchen verstellbar mit Velcro®-Klett und zusätzliche Stretch-Bündchen innen, Durchgehend wattiert, Velcro®-Klettverschlüsse, Eine Netz-Innentasche, Gummibeschichtete Öse innen für Kopfhörer, Details: Kordeln. Waschanleitung und Aufhängeöse innen am Nacken. sowie reflektierende Paspeln vorne und hinten, Elastisches Zugband am Saum, Angesetzte Ärmel, Rückenpartie abgerundet, Zwei Reißverschluss-Veredelungszugänge an Brust und unterem Rücken, SBS-Reißverschlüsse, Tailliert geschnitten, Warm. bequem und leicht";"95% Polyester / 5% Elasthan, Futter und Wattierung: 100% Polyester";Damen;Jacken;Langarm;;"Mit Kapuze";Konventionell;;"110 g/m²";Polyestergemisch;CN;l844.jpg
L846;"Mens Short Sleeve Softshell Rallye";SOL´S;"Zwei Seitentaschen mit Reißverschluss, Wasserdicht: 8.000 mm, Atmungsaktiv: 1.000 g/m², Schnürung an der Gürtellinie";"94% Polyester / 6% Elasthan";Herren;Westen;Ärmellos;;Stehkragen;Konventionell;;"340 g/m²";Polyestergemisch;CN;l846.jpg
L847;"Womens Short Sleeve Softshell Rallye";SOL´S;"Zwei Seitentaschen mit Reißverschluss, Wasserdicht: 8.000 mm, Atmungsaktiv: 1.000 g/m², Schnürung an der Gürtellinie";"94% Polyester / 6% Elasthan";Damen;Westen;Ärmellos;;Stehkragen;Konventionell;;"340 g/m²";Polyestergemisch;CN;l847.jpg
L848;"Hooded Softshell Jacket Replay";SOL´S;"Kapuze mit elastischem Schnürzug und Stoppern, Verstellbare Klett-Bündchen, Material: Wasserdicht 8.000 mm, Atmungsaktiv 1.000 g/m², Brusttasche, Schnürung an der Gürtellinie, Zwei Seitentaschen mit Reißverschluss";"94% Polyester / 6% Elasthan";Herren;Jacken;Langarm;;"Mit Kapuze";Konventionell;;"340 g/m²";Polyestergemisch;CN;l848.jpg
L848K;"Kids Hooded Softshell Jacke Replay";SOL's;"Kapuze ohne Schnürzug, Material: Wasserdicht 8.000 mm, Atmungsaktiv: 1.000 g/m², Verstellbare Klett-Bündchen, Brusttasche, Zwei Seitentaschen mit Reißverschluss";"94% Polyester / 6% Elasthan";Kinder;Jacken;Langarm;;"Mit Kapuze";Konventionell;;"340 g/m²";"Soft Shell";CN;l848k.jpg
L849;"Womens Hooded Softshell Jacket Replay";SOL´S;"Kapuze mit elastischem Schnürzug und Stoppern, Verstellbare Klett-Bündchen, Material: Wasserdicht 8.000 mm, Atmungsaktiv: 1.000 g/m², Brusttasche, Schnürung an der Gürtellinie, Zwei Seitentaschen mit Reißverschluss";"94% Polyester / 6% Elasthan";Damen;Jacken;Langarm;;"Mit Kapuze";Konventionell;;"340 g/m²";Polyestergemisch;CN;l849.jpg
L863;"Ladies Softshell Jacket Roxy";SOL´S;"Weicher. atmungsaktiver Stoff aus drei Schichten, Winddicht, Wasserdicht: 8.000 mm und atmungsaktiv: 1.000 g/m², Eine Brusttasche, Schnürung an der Gürtellinie, Zwei Seitentaschen mit Reißverschluss, Verstellbare Klett-Bündchen, Femininer Schnitt";"96% Polyester / 4% Elasthan";Damen;Jacken;Langarm;;"Ohne Kapuze";Konventionell;;"340 g/m²";Polyestergemisch;CN;l863.jpg
L865;"Viper Bodywarmer";SOL's;"Außen: Polyester Mikrofaser mit PVC beschichtet, Futter: Polyester 190T, Drei aufgesetzte Fronttaschen, Kabelführung für Kopfhörer, Stehkragen";"100% Polyester";Herren;Westen;Ärmellos;;Stehkragen;Konventionell;;;Polyester;CN;l865.jpg
L866;"Men´s Softshell Jacket Relax";SOL´S;"Weicher. atmungsaktiver Stoff aus drei Schichten, Winddicht, Wasserdicht: 8.000 mm und atmungsaktiv: 1.000 g/m², Eine Brusttasche, Schnürung an der Gürtellinie, Zwei Seitentaschen mit Reißverschluss, Verstellbare Klett-Bündchen";"96% Polyester / 4% Elasthan";Herren;Jacken;Langarm;;"Ohne Kapuze";Konventionell;;"340 g/m²";Polyestergemisch;CN;l866.jpg
L867;"Wendebodywarmer Winner";SOL's;"2-farbiger Reißverschluss - Zwei Seitentaschen - Abschlüsse und Kragen in Kontrastfarbe - Innenfutter in Grau - Veredelungszugang";"Außen: 100% Nylon, Futter: 100% Polyester";Herren;Westen;Ärmellos;;Stehkragen;Konventionell;;"210 g/m²";Nylon;CN;l867.jpg
L868;"Bodywarmer Warm";SOL´S;"Außen: AC-beschichtetes 210T Nylon, Zwei Seitentaschen, Futter: 100% 190T Polyester, Verdeckter Veredelungszugang in Rückenmitte, Kragen und Körper mit dunkelgrauem. kontrastierendem 190T Nylon gefüttert";"Außen: 100% Nylon, Futter: 100% Polyester";Herren;Westen;Ärmellos;;"Ohne Kapuze";Konventionell;;"220 g/m²";Nylon;CN;l868.jpg
L869;"Ripstop Bodywarmer Wells";SOL´S;"Füllung: 100% Polyester. 200 g/m², Kragen mit Fleece-Futter, Durchgehender. verdeckter Reißverschluss mit zusätzlich verschließbarer Blende, Zwei Fronttaschen mit seitlicher Öffnung, Velcro®-Klettverschlüsse. Brusttasche. Innentasche und Stifthalter, Elastisches Zugband innen am Bund, Gestraffte. winddichte Ärmelausschnitte, Zwei seitliche Reißverschlüsse, Außen: 100% Nylon ""Milky""-Beschichtung, Reißverschluss-Veredelungszugänge an Brust und Taille, Futter: 100% Polyester";"Außen: 100% Nylon, Futter+Wattierung: 100% Polyester";Herren;Westen;;;;Konventionell;;"200 g/m²";Nylon;BD;l869.jpg
L888;"Parka River";SOL's;"rmelbündchen mit Klettverschluß, Kragenfutter aus schwarzem Fleece, Kapuze im Kragen verstaubar, Reißverschluss mit klettbarer Windschutzblende, Je zwei Außen- und Innentaschen";"100% Polyester";Damen;Jacken;Langarm;;"Mit Kapuze";Konventionell;;;Polyester;CN;l888.jpg
L889;"Windbreaker Surf";SOL´S;"Nylon 210T, Stehkragen mit Druckknopf, Falt-Kapuze mit Tunnelzug im Kragen, Jacke in der Tasche faltbar und mit Gummizug um die Taille zu tragen, Zwei Lüftungsösen unter den Achseln, Tunnelzug im Bund mit Stopper, Zwei Außentaschen mit Reißverschluss";"100% Nylon";Damen;Jacken;Langarm;;"Mit Kapuze";Konventionell;;;Nylon;BD;l889.jpg
L889K;"Kids Windbreaker Surf";SOL's;"Nylon 210T, Stehkragen mit Druckknopf, Faltkapuze mit Tunnelzug im Kragen, Zwei Außentaschen mit Reißverschluss, Bund mit gesicherter Innenkordel, Jacke in der Tasche faltbar und mit Gummizug um die Taille zu tragen, Zwei Lüftungsösen unter den Achseln";"100% Nylon";Kinder;Jacken;Langarm;;"Mit Kapuze";Konventionell;;;Nylon;BD;l889k.jpg
L890;"Hand Towel Island 50";SOL´S;"Handtuch, Weicher Griff, Bordüre 8 cm breit, Modische Farben, Waschbar bis 60 °C, Aufhänger an der Seite";"100% Baumwolle";;Handtücher;;;;Konventionell;;"400 g/m²";Baumwolle;PK;l890.jpg
L891;"Bath Towel Island 70";SOL´S;"Badetuch, Weicher Griff, Bordüre 8 cm breit, Modische Farben, Waschbar bis 60 °C, Aufhänger an der Seite";"100% Baumwolle";;Handtücher;;;;Konventionell;;"400 g/m²";Baumwolle;PK;l891.jpg
L892;"Bath Sheet Island 100";SOL´S;"Badelaken, Weicher Griff, Bordüre 8 cm breit, Modische Farben, Waschbar bis 60 °C, Aufhänger an der Seite";"100% Baumwolle";;Handtücher;;;;Konventionell;;"400 g/m²";Baumwolle;PK;l892.jpg
L894;"Windjacke Mistral";SOL's;"Außen: Nylon 210T, Futter Polyester Jersey, Reißverschlussleiste mit Drucknöpfen, Viele Taschen und eine im Kragen verstaubare Kapuze, Lüftungsösen und Seitenschlitze, Verstellbare Bündchen, Elastische Kordel mit Stoppern, Veredelungszugang an Rückseite";"Außen: 100% Nylon, Futter: 100% Polyester";Herren;Jacken;Langarm;;"Mit Kapuze";Konventionell;;;Nylon;BD;l894.jpg
L895;"Golf Towel Caddy";SOL's;"Eine glatte Bordüre für Personalisierung - Höhe der Bordüre 5 cm - Aufhänger - Nickelfreie Metall-Ösen und -Haken";"100% Baumwolle";;Handtücher;;;;;;"400 g/m²";Baumwolle;PK;l895.jpg
L896;"Beach Towel Lagoon";SOL´S;"Baumwoll-Velours Strandtuch, Hochwertige Velourausführung, Weicher Griff, Waschbar bis 60 °C, Weißer Kontrast-Streifen ca. 8 cm breit, Aufhänger an der Seite";"100% Baumwolle";;Handtücher;;;;Konventionell;;"400 g/m²";Baumwolle;PK;l896.jpg
L897;"Hand Towel Bayside 50";SOL's;"Handtuch, Weicher Griff, Bordüre 8 cm breit, Modische Farben, Waschbar bis 60° C";"100% Baumwolle";;Handtücher;;;;Konventionell;;"500 g/m²";Frottier;PK;l897.jpg
L898;"Bath Towel Bayside 70";SOL's;"Badetuch, Weicher Griff, Bordüre 8 cm breit, Modische Farben, Waschbar bis 60° C";"100% Baumwolle";;Handtücher;;;;Konventionell;;"500 g/m²";Frottier;PK;l898.jpg
L899;"Bath Sheet Bayside 100";SOL's;"Badelaken, Weicher Griff, Bordüre 8 cm breit, Modische Farben, Waschbar bis 60° C";"100% Baumwolle";;Handtücher;;;;Konventionell;;"500 g/m²";Frottier;PK;l899.jpg
L900;"Hand Towel Organic Island 50";SOL's;"Bio-Baumwolle, Handtuch, Bordüre 8 cm breit, Weicher Griff, Waschbar bis 60° C";"100% Baumwolle";;Handtücher;;;;Umweltfreundlich;;"420 g/m²";Bio-Baumwolle;PK;l900.jpg
L901;"Bath Towel Organic Island 70";SOL's;"Bio-Baumwolle, Badetuch, Bordüre 8 cm breit, Waschbar bis 60° C, Weicher Griff";"100% Baumwolle";;Handtücher;;;;Umweltfreundlich;;"420 g/m²";Bio-Baumwolle;PK;l901.jpg
L902;"Bath Sheet Organic Island 100";SOL's;"Bio-Baumwolle, Badelaken, Bordüre 8 cm breit, Weicher Griff, waschbar bis 60° C";"100% Baumwolle";;Handtücher;;;;Umweltfreundlich;;"420 g/m²";Bio-Baumwolle;PK;l902.jpg
L903;"Guest Towel Island 30";SOL´S;"Gästetuch, Weicher Griff, Bordüre 5 cm breit, Modische Farben, Waschbar bis 60 °C, Aufhänger an der Seite";"100% Baumwolle";;Handtücher;;;;Konventionell;;"400 g/m²";Baumwolle;PK;l903.jpg
L904;"Microfibre Towel Atoll 30";SOL's;"Abschluss mit Overlocknaht - Farblich abgestimmter, abgesteppter Gummizug, um das Handtuch zu falten";"90% Polyester / 10% Polyamid";;Handtücher;;;;;;"190 g/m²";Polyestergemisch;;l904.jpg
L905;"Microfibre Towel Atoll 50";SOL's;"Abschluss mit Overlocknaht - Farblich abgestimmter, abgesteppter Gummizug, um das Handtuch zu falten";"90% Polyester / 10% Polyamid";;Handtücher;;;;;;"190 g/m²";Polyestergemisch;;l905.jpg
L906;"Microfibre Towel Atoll 70";SOL's;"Abschluss mit Overlocknaht - Farblich abgestimmter, abgesteppter Gummizug, um das Handtuch zu falten";"90% Polyester / 10% Polyamid";;Handtücher;;;;;;"190 g/m²";Polyestergemisch;;l906.jpg
L909;"Unisex Kimono Collar Bathrobe Pacha";SOL's;"Zwei aufgesetzte Taschen - Gürtel mit Doppelschlinge";"100% Baumwolle";;Bademäntel;;;;;;"380 g/m²";Baumwolle;PK;l909.jpg
L910;"Bathrobe Palace";SOL's;"Zwei aufgesetzte Seitentaschen, Lange Ärmel, Passender Gürtel, Waschbar bis 60° C";"100% Baumwolle";;Bademäntel;Langarm;;;Konventionell;;"400 g/m²";Frottier;PK;l910.jpg
L912;"Parka Record";SOL's;"300D Oxford Polyester, Fleece-Futter, Abgedeckter Reißverschluss, Kapuze im Kragen, Aufgesetzte Seitentaschen, Klett-Bündchen an Ärmeln";"100% Polyester";Herren;Jacken;Langarm;;"Mit Kapuze";Konventionell;;;Polyester;CN;l912.jpg
L913;"Mens Light Padded Jacket Ride";SOL´S;"Zwei Taschen mit Reißverschluss. die zum Futter passen, Hoher Kragen, Enge Passform, Abschluss mit farblich abgestimmtem Schrägband an Ärmelenden und Saum, Innenfutter: 100% Nylon, Füllung: 100% Polyester";"100% Nylon";Herren;Jacken;Langarm;;;;;"180 g/m²";Nylon;CN;l913.jpg
L914;"Womens Light Padded Jacket Ride";SOL's;"Zwei Taschen mit Reißverschluss, die zum Futter passen - Hoher Kragen - Enge Passform - Abschluss mit farblich abgestimmtem Schrägband an Ärmelenden und Saum - Innenfutter: 100% Nylon - Füllung: 100% Polyester";"100% Nylon";Damen;Jacken;Langarm;;;;;"180 g/m²";Nylon;CN;l914.jpg
L915;"Bath Pareo Paradise";SOL's;"Elastischer Abschluss mittels Klettband, Waschbar bis 60° C";"100% Baumwolle";;Handtücher;;;;Konventionell;;"400 g/m²";Frottier;PK;l915.jpg
L941;"Sailing Parka Rainbow";SOL's;"PVC-Beschichtung 2.000 mm, winddicht bis 20l/m², Segelparka aus Taslan-Polyester, Hoher Kragen mit Polarfleece-Futter mit breitem Velcro®-Klettverschluss, Versteckte Kapuze mit festem Schirm, Zugbändern und Stoppern, Velcro®-Klettverschluss und reflektierenden Streifen an Ärmeln und Rücken, Zwei Fronttaschen mit Blende und Microfleece-Futter, Eine Brusttasche innen, zwei Reißverschluss-Veredelungzugänge an Brust und Saum, Verstellbare Velcro®-Klettverschlüsse am Ärmel, Wsachanleitung und Aufhängeöse im Nacken, Details: Paspeln an den Blenden, SBS-Reißverschlüsse, Futter Antipilling Polar-Microfleece";"Außen: 100% Polyester, Futter: 100% Polyester";Herren;Jacken;Langarm;;;Konventionell;;"225 q/m²";Polyester;CN;l941.jpg
L942;"Unisex Lined Windbreaker Score";SOL's;"AC Beschichtung, Wasserfest, windfest, Netzfutter aus 100% Polyamid, Verdeckter Reißverschluss vorne, Zwei Seiten- und eine Innentasche, Manschetten mit Klettverschluss verstellbar, Kragen innen mit weichem Polyester gefüttert, Kapuze im Kragen, mit Netzfutter, Kordelzug und Stoppern, Veredelungszugang mit Reißverschluss am Saum";"100% Polyester, Futter: 100% Polyamid";Herren;Jacken;;;;;;"184 g/m²";;CN;l942.jpg
L943;"Contrasted Reversible Windbreaker Switch";SOL's;"AC Beschichtung, Wasserfest, Futter: Graues Polar-Fleece aus 100% Polyester, Kontrastfarbener grauer Reißverschluss vorne, Zwei Seitentaschen mit Kontrastpaspel, Manschetten und Bund mit elastischem Ton-in-Ton-Abschluss, Reversibel, Innen: Polar-Fleece mit Seitentaschen und elastischem Ton-in-Ton-Bund, Reißverschluss-Zugang am Saum";"100% Nylon, Futter: 100% Polyester";Herren;Jacken;;;;;;"210 g/m²";;BD;l943.jpg
L946;"Unisex Windbreaker Shore";SOL´S;"Reißverschluss in Kontrastfarbe, Elastische Bündchen. Kapuze und elastischer Saum, Seitentaschen mit Reißverschluss in Kontrastfarbe, Raglan-Ärmel, Jacke passt zusammengefaltet in eigene Tasche";"100% Nylon";Herren;Jacken;Langarm;;"Mit Kapuze";;;;Nylon;BD;l946.jpg
L947;"Unisex Lined Windbreaker Skate";SOL´S;"Reißverschluss in Kontrastfarbe, Seitentaschen, Velcro®-Klettverschluss-Öffnung unten an der Rückseite. um Anpassung zu erleichtern, Außenmaterial: 100% wasserabweisendes Nylon 210T, Futter: 100% Polyester-Mesh, Bei Farbe Black/Red ist die Kapuze Grey";"100% Nylon";Herren;Jacken;Langarm;;"Mit Kapuze";;;;Nylon;BD;l947.jpg
L980;"Windjacket Flash";SOL's;"Nylon 210T, Stehkragen mit Reißverschluss, In eigener Seitentasche verstaubar, Elastisches Bündchen, Zwei Lüftungsösen in jeder Achsel, Kordel mit Stoppern am Bund, Zwei Reißverschluss-Außentaschen, Im Kragen verstaubare Kapuze mit Kordel";"100% Nylon";Damen;Jacken;Langarm;;"Mit Kapuze";Konventionell;;;Nylon;BD;l980.jpg
L990;"Long Apron Gala";SOL's;"Easy-Care Material, Fronttasche zweiteilig, Verstellbare Nackenschlaufe durch Metallschnalle";"65% Polyester / 35% Baumwolle";;Schürzen;;;;Konventionell;;"240 g/m²";Polyestergemisch;CN;l990.jpg
L990K;"Kids Apron Gala";SOL's;"Fronttasche mit zwei Fächern, Verstellbare Metallschnalle";"65% Polyester / 35% Baumwolle";Kinder;Schürzen;;;;;;"240 g/m²";;CN;l990k.jpg
L995;"Medium Apron Greenwich";SOL's;"Fronttasche zweiteilig";"65% Polyester / 35% Baumwolle";;Schürzen;;;;Konventionell;;"240 g/m²";Polyestergemisch;CN;l995.jpg
LB00600;"Canvas Shopping Bag Chic";SOL's;"PU Leder, Doppeltragegriff: 60 x 3 cm, Fassungsvermögen: 15,7 Liter";"100% Baumwolle";;Taschen;;;;;Einkaufstaschen;"340 g/m²";;CN;lb00600.jpg
LB01201;"Backpack Hipster";SOL's;"Magnetverschluss - Eine Reißverschluss-Tasche vorne - Gefüttertes Laptop-Fach - Zwei Innentaschen - Gepolstertes Rückenteil - Innen gefüttert - Verstellbare, gepolsterte und verstärkte Träger - Volumen: ca. 21 Liter";"100% Polyester";;Taschen;;;;;Rucksäcke;;Polyester;CN;lb01201.jpg
LB01202;"Backpack Perry";SOL's;"Magnetverschluss - Zwei Seitentaschen mit Reißverschluss - Ein raffinierter Schulterträger mit Reißverschluss in der Mitte, mit dem der Rucksack auf dem Rücken oder nur einer Schulter getragen werden kann - Volumen: ca. 16 Liter";"100% Polyester";;Taschen;;;;;Rucksäcke;;Polyester;CN;lb01202.jpg
LB01203;"Backpack Pulse";SOL's;"100% Oxford-Polyester - Futter aus 100% Polyester - Eine Fronttasche mit Reißverschluss und zwei Seitentaschen mit Druckknopf - Großes Hauptfach mit doppeltem Reißverschluss - Gepolstertes Rückenteil - Vollständig gefüttert - Größenverstellbare, gepolsterte und verstärkte Schulterträger - Tragegriff - Träger aus Lederimitat - Volumen: ca. 16 Liter";"100% Polyester";;Taschen;;;;;Rucksäcke;;Polyester;CN;lb01203.jpg
LB01204;"Barrel Bag Tribeca";SOL's;"Modische und weiche, vielseitig verwendbare Tasche - Tragegriffe in Kontrastfarben - Eine Seitentasche und eine Fronttasche - Volumen: ca. 22 Liter";"100% Baumwolle";;Taschen;;;;;"Sport- und Reisetaschen";;Baumwolle;CN;lb01204.jpg
LB01205;"Polyester Sports Bag Liga";SOL's;"Große Öffnung an der Oberseite mit Doppel-Reißverschluss - Eine Isotherm-Seitentasche - Ein Seitenfach für Schuhe - Netz-Belüftungsschlitze - Volumen: ca. 23 Liter";"100% Polyester";;Taschen;;;;;"Sport- und Reisetaschen";;Polyester;CN;lb01205.jpg
LB01212;"Trolley Boarding";SOL's;"Trolley mit vier Rollen - Drehbare Rollen - ABS-Hardschalenkoffer - Innenfutter aus Polyester - Teleskop-Griff mit Druckknopf - Doppelfach mit Reißverschluss-Taschen, Reißverschluss-Mesh-Tasche - Sammeltaschen - Elastische Spanngurte zum Befestigen der Kleidung - Fronttasche für Computer - Volumen: ca. 35 Liter";"100% Polyester";;Taschen;;;;;"Sport- und Reisetaschen";;Polyester;CN;lb01212.jpg
LB01394;"Backpack Wall Street";SOL's;"Oxford 100% Polyester, Eine Reißverschluss-Vordertasche, Gefüttertertes Laptop-Fach, Gepolstertes Rückenteil, Verstellbare, gepolsterte und verstärkte Träger, Kompressionsgurte, Tragegriff, Lieferung ohne Inhalt/Deko";"100% Polyester";;Taschen;;;;;Rucksäcke;;Polyester;CN;lb01394.jpg
LB01395;"Briefcase Manhattan";SOL's;"Hauptfach mit Reißverschluss, Vordertasche, Innen gefüttert, Verstell- und abnehmbarer Nylon-Tragegurt, Innenboden genäht, Lieferung ohne Inhalt/Deko";"100% Polyester";;Taschen;;;;;Dokumentenmappen;;Polyester;CN;lb01395.jpg
LB01396;"Messengerbag Paperboy";SOL's;"Hauptfach mit Reißverschluss, Gepolstertes Laptop-Fach, Eine Reißverschluss-Tasche vorn, Eine Tasche im Überschlag, Klett-Verschluss, Verstell- und abnehmbarer Nylon-Tragegurt, Lieferung ohne Inhalt/Deko";"100% Polyester";;Taschen;;;;;Umhängetaschen;;Polyester;CN;lb01396.jpg
LB01397;"Travel Bag Hudson";SOL's;"Großes Innenfach mit Innentasche, Zwei Reißverschluss-Vordertaschen, Klettverschlußtasche hinten, Verstell- und abnehmbarer Nylon-Tragegurt, Lieferung ohne Inhalt/Deko";"100% Polyester";;Taschen;;;;;"Sport- und Reisetaschen";;Polyester;CN;lb01397.jpg
LB01669;"Burton Shopping Bag";SOL´S;"Vordertasche mit Klettverschluss";;;Taschen;;;;;Einkaufstaschen;;Polyester;;lb01669.jpg
LB01670;"Oxford Briefcase";SOL's;"Klettverschluss, Reflektorstreifen, Kontrastierender  Tragegriff, Namensschild innen";;;Taschen;;;;;Dokumentenmappen;;Polyester;;lb01670.jpg
LB01671;"District Backpack";SOL's;"Kontrastierende. verstellbare Kordeln";;;Taschen;;;;;Baumwolltaschen;;Baumwolle;;lb01671.jpg
LB01672;"Lenox Shopping Bag";SOL's;"Trendy Einkaufstasche, Geräumig, Kontrastierende. lange Griffe: 3x65 cm";;;Taschen;;;;;Einkaufstaschen;;Baumwolle;;lb01672.jpg
LB01673;"Vendöme Shopping Bag";SOL's;"2 Vordertaschen mit Kunstleder-Einsatz, Kontrastierender Tragegriff und verstellbarer Tragegurt, 1 Innentasche";;;Taschen;;;;;Einkaufstaschen;;Baumwolle;;lb01673.jpg
LB01674;"Fame Pouch";SOL's;"Reißverschlusstasche, 1 Innentasche, Haltegriff";;;Taschen;;;;;;;Baumwollgemisch;;lb01674.jpg
LB01675;"Laguna Barrel Bag";SOL's;"Reißverschluss, 1 Innentasche, Lange Griffe: 3x65 cm";;;Taschen;;;;;Umhängetaschen;;Baumwollgemisch;;lb01675.jpg
LB01676;"Marina Shopping Bag";SOL's;"Trendy. weiche Mehrzweck-Tasche, Klettverschluss, 1 Innentasche, Lange Griffe: 4x70 cm";;;Taschen;;;;;Einkaufstaschen;;Baumwollgemisch;;lb01676.jpg
LB01677;"Lincoln Shopping Bag";SOL's;"Geräumig, Herausnehmbare Klett-Innentasche, Lange Griffe: 2x76 cm";;;Taschen;;;;;Einkaufstaschen;;Polyester;;lb01677.jpg
LB01678;"Kensington Bowling Bag";SOL's;"Mehrzwecktasche, Reißverschluss, Kunstledergriffe";;;Taschen;;;;;"Sport- und Reisetaschen";;Polyester;;lb01678.jpg
LB01679;"Brixton Briefcase";SOL's;"Klettverschluss, Tragegriffe aus Kunstfilz und Kunstleder";;;Taschen;;;;;Dokumentenmappen;;;;lb01679.jpg
LB01680;"Cosmo Backpack";SOL's;"Großes Mittelfach mit Reißverschluss, Reißverschluss-Tasche vorn mit reflektierendem Aufdruck, Verstellbare. gepolsterte und verstärkte Träger";;;Taschen;;;;;Rucksäcke;;Polyester;;lb01680.jpg
LB01681;"Reflect Backpack";;"210D Polyester, Kontrastierende. verstellbare Schnüre, Reflektorstreifen mittig";;;Taschen;;;;;Rucksäcke;;Polyester;;lb01681.jpg
LB01682;"Champ`s Backpack";;"Großes Hauptfach mit Doppelreißverschluss, 1 Reißverschluss-Tasche vorn, 1 Reißverschluss-Schuhfach unten mit Belüftungsösen, Verstellbare. gepolsterte und verstärkte Träger, Gepolstertes Rückenteil";;;Taschen;;;;;Rucksäcke;;Polyester;;lb01682.jpg
LB01683;"Hamilton Shopping Bag";SOL's;"Trendy Einkaufstasche, Kontrastierende. lange Griffe: 3x65 cm";;;Taschen;;;;;Einkaufstaschen;;Baumwolle;;lb01683.jpg
LB01684;"Faubourg Shopping Bag";SOL's;"Großformat-Einkaufstasche, Innentasche, Lange Griffe: 3 x 65 cm, Baumwoll-Canvas 420";;;Taschen;;;;;Einkaufstaschen;;Baumwolle;;lb01684.jpg
LB01685;"Concorde Shopping Bag";SOL's;"Trendy Shopping Bag, Kunstlederpatch seitlich, Innentasche, Lange Griffe: 3x65 cm, Baumwoll-Canvas 420";;;Taschen;;;;;Einkaufstaschen;;Baumwolle;;lb01685.jpg
LB01686;"Cooper Briefcase";SOL's;"Hauptfach und Vordertasche mit Doppel-Reißverschluss, Reißverschlusstasche im Hauptfach, Tragegriffe, Filz 620";;;Taschen;;;;;Dokumentenmappen;;Polyester;;lb01686.jpg
LB70100;"Backpack Rider";SOL's;"600D Polyester, Nylon-Aufhänger, MP3-Player-Zugang, Geräumiges Vorfach mit Reißverschluss, Verstellbare Schultergurte, Volumen: ca. 15,7 Liter";"100% Polyester";;Taschen;;;;Konventionell;Rucksäcke;;Polyester;CN;lb70100.jpg
LB70101;"Kids Rucksack Rider";SOL's;"600D Polyester, Gefüttertes Rückenteil, Verstellbare Gurte, Fronttasche mit Reißverschluss, Volumen: ca. 9,0 Liter";"100% Polyester";Kinder;Taschen;;;;Konventionell;Rucksäcke;;Polyester;CN;lb70101.jpg
LB70102;"Backpack Walker";SOL's;"600D Polyester, Gefüttertes Rückenteil, Großes Hauptfach mit Doppelreißverschluss, Verstärkte verstellbarte Schultergurte, Verstellbarer Beckengurt, Verstellbarer Brustgurt, Volumen: ca. 4, 6 Liter";"100% Polyester";;Taschen;;;;Konventionell;Rucksäcke;;Polyester;CN;lb70102.jpg
LB70200;"Backpack Express";SOL's;"600D Polyester, Verstellbare Schultergurte, Zwei Vorfächer, Nylon-Aufhänger, Gefüttertes Rückenteil, MP3-Player-Zugang, Volumen: ca. 24, 1 Liter";"100% Polyester";;Taschen;;;;Konventionell;Rucksäcke;;Polyester;CN;lb70200.jpg
